type;gateway_eui;node_eui;snr;rssi;len;cr;datarate;time;data;timestamp;sf;bw;config;sf_category;time_minutes;time_diff_seconds;time_diff_seconds_within_config;temperature
24;0000B827EB24A52C;20;7;-82;20;5;SF9BW500;2025-07-04 23:53:35;"{""RSSI"": -82, ""SNR"": 7, ""TC"": 25.52}";2025-07-04 23:53:35;9;500;9_BW500_20B;MEAN-SF9;313.9166666666667;16.0;16.0;25.52
24;0000B827EB24A52C;20;6;-81;20;5;SF9BW500;2025-07-04 23:53:50;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 24.55}";2025-07-04 23:53:50;9;500;9_BW500_20B;MEAN-SF9;314.1666666666667;15.0;15.0;24.55
24;0000B827EB24A52C;20;6;-85;20;5;SF9BW500;2025-07-04 23:54:06;"{""RSSI"": -85, ""SNR"": 6, ""TC"": 28.14}";2025-07-04 23:54:06;9;500;9_BW500_20B;MEAN-SF9;314.43333333333334;16.0;16.0;28.14
24;0000B827EB24A52C;20;7;-83;20;5;SF9BW500;2025-07-04 23:54:21;"{""RSSI"": -83, ""SNR"": 7, ""TC"": 20.21}";2025-07-04 23:54:21;9;500;9_BW500_20B;MEAN-SF9;314.68333333333334;15.0;15.0;20.21
24;0000B827EB24A52C;20;6;-84;20;5;SF9BW500;2025-07-04 23:54:37;"{""RSSI"": -84, ""SNR"": 6, ""TC"": 21.59}";2025-07-04 23:54:37;9;500;9_BW500_20B;MEAN-SF9;314.95;16.0;16.0;21.59
24;0000B827EB24A52C;20;7;-84;20;5;SF9BW500;2025-07-04 23:54:53;"{""RSSI"": -84, ""SNR"": 7, ""TC"": 24.28}";2025-07-04 23:54:53;9;500;9_BW500_20B;MEAN-SF9;315.21666666666664;16.0;16.0;24.28
24;0000B827EB24A52C;20;7;-81;50;5;SF9BW125;2025-07-04 23:57:46;"{""RSSI"": -81, ""SNR"": 7, ""TC"": 24.89}";2025-07-04 23:57:46;9;125;9_BW125_50B;MEAN-SF9;318.1;4.0;0.0;24.89
24;0000B827EB24A52C;20;7;-83;50;5;SF9BW125;2025-07-04 23:58:01;"{""RSSI"": -83, ""SNR"": 7, ""TC"": 24.67}";2025-07-04 23:58:01;9;125;9_BW125_50B;MEAN-SF9;318.35;15.0;15.0;24.67
24;0000B827EB24A52C;20;8;-82;50;5;SF9BW125;2025-07-04 23:58:17;"{""RSSI"": -82, ""SNR"": 8, ""TC"": 21.9}";2025-07-04 23:58:17;9;125;9_BW125_50B;MEAN-SF9;318.6166666666667;16.0;16.0;21.9
24;0000B827EB24A52C;20;6;-85;50;5;SF9BW125;2025-07-04 23:58:33;"{""RSSI"": -85, ""SNR"": 6, ""TC"": 25.15}";2025-07-04 23:58:33;9;125;9_BW125_50B;MEAN-SF9;318.8833333333333;16.0;16.0;25.15
24;0000B827EB24A52C;20;7;-82;50;5;SF9BW125;2025-07-04 23:58:49;"{""RSSI"": -82, ""SNR"": 7, ""TC"": 23.57}";2025-07-04 23:58:49;9;125;9_BW125_50B;MEAN-SF9;319.15;16.0;16.0;23.57
24;0000B827EB24A52C;20;7;-83;50;5;SF9BW125;2025-07-04 23:59:05;"{""RSSI"": -83, ""SNR"": 7, ""TC"": 24.65}";2025-07-04 23:59:05;9;125;9_BW125_50B;MEAN-SF9;319.4166666666667;16.0;16.0;24.65
24;0000B827EB24A52C;20;7;-82;50;5;SF9BW125;2025-07-04 23:59:21;"{""RSSI"": -82, ""SNR"": 7, ""TC"": 25.31}";2025-07-04 23:59:21;9;125;9_BW125_50B;MEAN-SF9;319.68333333333334;16.0;16.0;25.31
24;0000B827EB24A52C;20;6;-85;50;5;SF9BW125;2025-07-04 23:59:37;"{""RSSI"": -85, ""SNR"": 6, ""TC"": 26.18}";2025-07-04 23:59:37;9;125;9_BW125_50B;MEAN-SF9;319.95;16.0;16.0;26.18
24;0000B827EB24A52C;20;7;-84;50;5;SF9BW125;2025-07-04 23:59:53;"{""RSSI"": -84, ""SNR"": 7, ""TC"": 28.8}";2025-07-04 23:59:53;9;125;9_BW125_50B;MEAN-SF9;320.21666666666664;16.0;16.0;28.8
24;0000B827EB24A52C;20;7;-82;50;5;SF9BW125;2025-07-05 00:00:09;"{""RSSI"": -82, ""SNR"": 7, ""TC"": 22.88}";2025-07-05 00:00:09;9;125;9_BW125_50B;MEAN-SF9;320.48333333333335;16.0;16.0;22.88
24;0000B827EB24A52C;20;8;-83;50;5;SF9BW125;2025-07-05 00:00:25;"{""RSSI"": -83, ""SNR"": 8, ""TC"": 23.7}";2025-07-05 00:00:25;9;125;9_BW125_50B;MEAN-SF9;320.75;16.0;16.0;23.7
24;0000B827EB24A52C;20;5;-86;50;5;SF9BW125;2025-07-05 00:00:41;"{""RSSI"": -86, ""SNR"": 5, ""TC"": 28.46}";2025-07-05 00:00:41;9;125;9_BW125_50B;MEAN-SF9;321.01666666666665;16.0;16.0;28.46
24;0000B827EB24A52C;20;6;-85;50;5;SF9BW125;2025-07-05 00:00:57;"{""RSSI"": -85, ""SNR"": 6, ""TC"": 27.64}";2025-07-05 00:00:57;9;125;9_BW125_50B;MEAN-SF9;321.28333333333336;16.0;16.0;27.64
24;0000B827EB24A52C;20;8;-83;50;5;SF9BW125;2025-07-05 00:01:13;"{""RSSI"": -83, ""SNR"": 8, ""TC"": 25.13}";2025-07-05 00:01:13;9;125;9_BW125_50B;MEAN-SF9;321.55;16.0;16.0;25.13
24;0000B827EB24A52C;20;8;-83;50;5;SF9BW125;2025-07-05 00:01:29;"{""RSSI"": -83, ""SNR"": 8, ""TC"": 20.6}";2025-07-05 00:01:29;9;125;9_BW125_50B;MEAN-SF9;321.81666666666666;16.0;16.0;20.6
24;0000B827EB24A52C;20;7;-84;50;5;SF9BW125;2025-07-05 00:01:45;"{""RSSI"": -84, ""SNR"": 7, ""TC"": 28.27}";2025-07-05 00:01:45;9;125;9_BW125_50B;MEAN-SF9;322.0833333333333;16.0;16.0;28.27
24;0000B827EB24A52C;20;7;-83;50;5;SF9BW125;2025-07-05 00:02:00;"{""RSSI"": -83, ""SNR"": 7, ""TC"": 22.94}";2025-07-05 00:02:00;9;125;9_BW125_50B;MEAN-SF9;322.3333333333333;15.0;15.0;22.94
24;0000B827EB24A52C;20;8;-83;50;5;SF9BW125;2025-07-05 00:02:16;"{""RSSI"": -83, ""SNR"": 8, ""TC"": 24.4}";2025-07-05 00:02:16;9;125;9_BW125_50B;MEAN-SF9;322.6;16.0;16.0;24.4
24;0000B827EB24A52C;20;7;-83;50;5;SF9BW125;2025-07-05 00:02:32;"{""RSSI"": -83, ""SNR"": 7, ""TC"": 21.14}";2025-07-05 00:02:32;9;125;9_BW125_50B;MEAN-SF9;322.8666666666667;16.0;16.0;21.14
24;0000B827EB24A52C;20;7;-82;50;5;SF9BW125;2025-07-05 00:02:48;"{""RSSI"": -82, ""SNR"": 7, ""TC"": 26.73}";2025-07-05 00:02:48;9;125;9_BW125_50B;MEAN-SF9;323.1333333333333;16.0;16.0;26.73
24;0000B827EB24A52C;20;7;-83;50;5;SF9BW125;2025-07-05 00:03:04;"{""RSSI"": -83, ""SNR"": 7, ""TC"": 28.73}";2025-07-05 00:03:04;9;125;9_BW125_50B;MEAN-SF9;323.4;16.0;16.0;28.73
24;0000B827EB24A52C;20;4;-91;50;5;SF9BW125;2025-07-05 00:03:20;"{""RSSI"": -91, ""SNR"": 4, ""TC"": 24.17}";2025-07-05 00:03:20;9;125;9_BW125_50B;MEAN-SF9;323.6666666666667;16.0;16.0;24.17
24;0000B827EB24A52C;20;6;-85;50;5;SF9BW125;2025-07-05 00:03:36;"{""RSSI"": -85, ""SNR"": 6, ""TC"": 23.65}";2025-07-05 00:03:36;9;125;9_BW125_50B;MEAN-SF9;323.93333333333334;16.0;16.0;23.65
24;0000B827EB24A52C;20;7;-85;50;5;SF9BW125;2025-07-05 00:03:52;"{""RSSI"": -85, ""SNR"": 7, ""TC"": 21.01}";2025-07-05 00:03:52;9;125;9_BW125_50B;MEAN-SF9;324.2;16.0;16.0;21.01
24;0000B827EB24A52C;20;7;-81;50;5;SF9BW125;2025-07-05 00:04:08;"{""RSSI"": -81, ""SNR"": 7, ""TC"": 28.52}";2025-07-05 00:04:08;9;125;9_BW125_50B;MEAN-SF9;324.46666666666664;16.0;16.0;28.52
24;0000B827EB24A52C;20;8;-81;50;5;SF9BW125;2025-07-05 00:04:24;"{""RSSI"": -81, ""SNR"": 8, ""TC"": 27.5}";2025-07-05 00:04:24;9;125;9_BW125_50B;MEAN-SF9;324.73333333333335;16.0;16.0;27.5
24;0000B827EB24A52C;20;8;-83;50;5;SF9BW125;2025-07-05 00:04:40;"{""RSSI"": -83, ""SNR"": 8, ""TC"": 24.3}";2025-07-05 00:04:40;9;125;9_BW125_50B;MEAN-SF9;325.0;16.0;16.0;24.3
24;0000B827EB24A52C;20;8;-82;50;5;SF9BW125;2025-07-05 00:04:56;"{""RSSI"": -82, ""SNR"": 8, ""TC"": 26.68}";2025-07-05 00:04:56;9;125;9_BW125_50B;MEAN-SF9;325.26666666666665;16.0;16.0;26.68
24;0000B827EB24A52C;20;6;-81;50;5;SF9BW125;2025-07-05 00:05:12;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 23.9}";2025-07-05 00:05:12;9;125;9_BW125_50B;MEAN-SF9;325.53333333333336;16.0;16.0;23.9
24;0000B827EB24A52C;20;8;-83;50;5;SF9BW125;2025-07-05 00:05:28;"{""RSSI"": -83, ""SNR"": 8, ""TC"": 27.12}";2025-07-05 00:05:28;9;125;9_BW125_50B;MEAN-SF9;325.8;16.0;16.0;27.12
24;0000B827EB24A52C;20;8;-81;50;5;SF9BW125;2025-07-05 00:05:44;"{""RSSI"": -81, ""SNR"": 8, ""TC"": 22.29}";2025-07-05 00:05:44;9;125;9_BW125_50B;MEAN-SF9;326.06666666666666;16.0;16.0;22.29
24;0000B827EB24A52C;20;8;-82;50;5;SF9BW125;2025-07-05 00:06:00;"{""RSSI"": -82, ""SNR"": 8, ""TC"": 20.03}";2025-07-05 00:06:00;9;125;9_BW125_50B;MEAN-SF9;326.3333333333333;16.0;16.0;20.03
24;0000B827EB24A52C;20;6;-80;50;5;SF9BW125;2025-07-05 00:06:16;"{""RSSI"": -80, ""SNR"": 6, ""TC"": 22.97}";2025-07-05 00:06:16;9;125;9_BW125_50B;MEAN-SF9;326.6;16.0;16.0;22.97
24;0000B827EB24A52C;20;7;-81;50;5;SF9BW125;2025-07-05 00:06:32;"{""RSSI"": -81, ""SNR"": 7, ""TC"": 26.86}";2025-07-05 00:06:32;9;125;9_BW125_50B;MEAN-SF9;326.8666666666667;16.0;16.0;26.86
24;0000B827EB24A52C;20;7;-80;50;5;SF9BW125;2025-07-05 00:06:48;"{""RSSI"": -80, ""SNR"": 7, ""TC"": 22.43}";2025-07-05 00:06:48;9;125;9_BW125_50B;MEAN-SF9;327.1333333333333;16.0;16.0;22.43
24;0000B827EB24A52C;20;6;-80;50;5;SF9BW125;2025-07-05 00:07:03;"{""RSSI"": -80, ""SNR"": 6, ""TC"": 26.98}";2025-07-05 00:07:03;9;125;9_BW125_50B;MEAN-SF9;327.3833333333333;15.0;15.0;26.98
24;0000B827EB24A52C;20;7;-81;50;5;SF9BW125;2025-07-05 00:07:19;"{""RSSI"": -81, ""SNR"": 7, ""TC"": 28.75}";2025-07-05 00:07:19;9;125;9_BW125_50B;MEAN-SF9;327.65;16.0;16.0;28.75
24;0000B827EB24A52C;20;6;-80;50;5;SF9BW125;2025-07-05 00:07:35;"{""RSSI"": -80, ""SNR"": 6, ""TC"": 24.04}";2025-07-05 00:07:35;9;125;9_BW125_50B;MEAN-SF9;327.9166666666667;16.0;16.0;24.04
24;0000B827EB24A52C;20;6;-80;50;5;SF9BW125;2025-07-05 00:07:51;"{""RSSI"": -80, ""SNR"": 6, ""TC"": 27.62}";2025-07-05 00:07:51;9;125;9_BW125_50B;MEAN-SF9;328.18333333333334;16.0;16.0;27.62
24;0000B827EB24A52C;20;6;-80;50;5;SF9BW125;2025-07-05 00:08:07;"{""RSSI"": -80, ""SNR"": 6, ""TC"": 22.21}";2025-07-05 00:08:07;9;125;9_BW125_50B;MEAN-SF9;328.45;16.0;16.0;22.21
24;0000B827EB24A52C;20;6;-81;50;5;SF9BW125;2025-07-05 00:08:23;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 28.61}";2025-07-05 00:08:23;9;125;9_BW125_50B;MEAN-SF9;328.71666666666664;16.0;16.0;28.61
24;0000B827EB24A52C;20;6;-80;50;5;SF9BW125;2025-07-05 00:08:39;"{""RSSI"": -80, ""SNR"": 6, ""TC"": 23.62}";2025-07-05 00:08:39;9;125;9_BW125_50B;MEAN-SF9;328.98333333333335;16.0;16.0;23.62
24;0000B827EB24A52C;20;7;-81;50;5;SF9BW125;2025-07-05 00:08:55;"{""RSSI"": -81, ""SNR"": 7, ""TC"": 20.85}";2025-07-05 00:08:55;9;125;9_BW125_50B;MEAN-SF9;329.25;16.0;16.0;20.85
24;0000B827EB24A52C;20;7;-83;50;5;SF9BW125;2025-07-05 00:09:11;"{""RSSI"": -83, ""SNR"": 7, ""TC"": 28.73}";2025-07-05 00:09:11;9;125;9_BW125_50B;MEAN-SF9;329.51666666666665;16.0;16.0;28.73
24;0000B827EB24A52C;20;7;-82;50;5;SF9BW125;2025-07-05 00:09:27;"{""RSSI"": -82, ""SNR"": 7, ""TC"": 28.55}";2025-07-05 00:09:27;9;125;9_BW125_50B;MEAN-SF9;329.78333333333336;16.0;16.0;28.55
24;0000B827EB24A52C;20;7;-82;50;5;SF9BW125;2025-07-05 00:09:43;"{""RSSI"": -82, ""SNR"": 7, ""TC"": 21.78}";2025-07-05 00:09:43;9;125;9_BW125_50B;MEAN-SF9;330.05;16.0;16.0;21.78
24;0000B827EB24A52C;20;7;-81;50;5;SF9BW125;2025-07-05 00:09:59;"{""RSSI"": -81, ""SNR"": 7, ""TC"": 20.37}";2025-07-05 00:09:59;9;125;9_BW125_50B;MEAN-SF9;330.31666666666666;16.0;16.0;20.37
24;0000B827EB24A52C;20;7;-80;50;5;SF9BW125;2025-07-05 00:10:15;"{""RSSI"": -80, ""SNR"": 7, ""TC"": 20.88}";2025-07-05 00:10:15;9;125;9_BW125_50B;MEAN-SF9;330.5833333333333;16.0;16.0;20.88
24;0000B827EB24A52C;20;7;-81;50;5;SF9BW125;2025-07-05 00:10:31;"{""RSSI"": -81, ""SNR"": 7, ""TC"": 21.2}";2025-07-05 00:10:31;9;125;9_BW125_50B;MEAN-SF9;330.85;16.0;16.0;21.2
24;0000B827EB24A52C;20;7;-83;50;5;SF9BW125;2025-07-05 00:10:47;"{""RSSI"": -83, ""SNR"": 7, ""TC"": 20.97}";2025-07-05 00:10:47;9;125;9_BW125_50B;MEAN-SF9;331.1166666666667;16.0;16.0;20.97
24;0000B827EB24A52C;20;6;-81;50;5;SF9BW125;2025-07-05 00:11:03;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 21.96}";2025-07-05 00:11:03;9;125;9_BW125_50B;MEAN-SF9;331.3833333333333;16.0;16.0;21.96
24;0000B827EB24A52C;20;6;-80;50;5;SF9BW125;2025-07-05 00:11:19;"{""RSSI"": -80, ""SNR"": 6, ""TC"": 28.37}";2025-07-05 00:11:19;9;125;9_BW125_50B;MEAN-SF9;331.65;16.0;16.0;28.37
24;0000B827EB24A52C;20;7;-81;50;5;SF9BW125;2025-07-05 00:11:35;"{""RSSI"": -81, ""SNR"": 7, ""TC"": 23.62}";2025-07-05 00:11:35;9;125;9_BW125_50B;MEAN-SF9;331.9166666666667;16.0;16.0;23.62
24;0000B827EB24A52C;20;7;-82;50;5;SF9BW125;2025-07-05 00:11:50;"{""RSSI"": -82, ""SNR"": 7, ""TC"": 27.39}";2025-07-05 00:11:50;9;125;9_BW125_50B;MEAN-SF9;332.1666666666667;15.0;15.0;27.39
24;0000B827EB24A52C;20;6;-81;50;5;SF9BW125;2025-07-05 00:12:06;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 22.76}";2025-07-05 00:12:06;9;125;9_BW125_50B;MEAN-SF9;332.43333333333334;16.0;16.0;22.76
24;0000B827EB24A52C;20;6;-81;50;5;SF9BW125;2025-07-05 00:12:22;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 27.26}";2025-07-05 00:12:22;9;125;9_BW125_50B;MEAN-SF9;332.7;16.0;16.0;27.26
24;0000B827EB24A52C;20;7;-81;50;5;SF9BW125;2025-07-05 00:12:38;"{""RSSI"": -81, ""SNR"": 7, ""TC"": 28.63}";2025-07-05 00:12:38;9;125;9_BW125_50B;MEAN-SF9;332.96666666666664;16.0;16.0;28.63
24;0000B827EB24A52C;20;7;-81;50;5;SF9BW125;2025-07-05 00:12:54;"{""RSSI"": -81, ""SNR"": 7, ""TC"": 21.43}";2025-07-05 00:12:54;9;125;9_BW125_50B;MEAN-SF9;333.23333333333335;16.0;16.0;21.43
24;0000B827EB24A52C;20;6;-81;50;5;SF9BW125;2025-07-05 00:13:10;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 25.76}";2025-07-05 00:13:10;9;125;9_BW125_50B;MEAN-SF9;333.5;16.0;16.0;25.76
24;0000B827EB24A52C;20;8;-81;50;5;SF9BW125;2025-07-05 00:13:26;"{""RSSI"": -81, ""SNR"": 8, ""TC"": 20.68}";2025-07-05 00:13:26;9;125;9_BW125_50B;MEAN-SF9;333.76666666666665;16.0;16.0;20.68
24;0000B827EB24A52C;20;8;-82;50;5;SF9BW125;2025-07-05 00:13:42;"{""RSSI"": -82, ""SNR"": 8, ""TC"": 22.15}";2025-07-05 00:13:42;9;125;9_BW125_50B;MEAN-SF9;334.03333333333336;16.0;16.0;22.15
24;0000B827EB24A52C;20;7;-82;50;5;SF9BW125;2025-07-05 00:13:58;"{""RSSI"": -82, ""SNR"": 7, ""TC"": 22.53}";2025-07-05 00:13:58;9;125;9_BW125_50B;MEAN-SF9;334.3;16.0;16.0;22.53
24;0000B827EB24A52C;20;8;-81;50;5;SF9BW125;2025-07-05 00:14:14;"{""RSSI"": -81, ""SNR"": 8, ""TC"": 25.56}";2025-07-05 00:14:14;9;125;9_BW125_50B;MEAN-SF9;334.56666666666666;16.0;16.0;25.56
24;0000B827EB24A52C;20;7;-80;50;5;SF9BW125;2025-07-05 00:14:30;"{""RSSI"": -80, ""SNR"": 7, ""TC"": 24.57}";2025-07-05 00:14:30;9;125;9_BW125_50B;MEAN-SF9;334.8333333333333;16.0;16.0;24.57
24;0000B827EB24A52C;20;8;-81;50;5;SF9BW125;2025-07-05 00:14:46;"{""RSSI"": -81, ""SNR"": 8, ""TC"": 22.94}";2025-07-05 00:14:46;9;125;9_BW125_50B;MEAN-SF9;335.1;16.0;16.0;22.94
24;0000B827EB24A52C;20;7;-81;50;5;SF9BW125;2025-07-05 00:15:02;"{""RSSI"": -81, ""SNR"": 7, ""TC"": 28.29}";2025-07-05 00:15:02;9;125;9_BW125_50B;MEAN-SF9;335.3666666666667;16.0;16.0;28.29
24;0000B827EB24A52C;20;7;-84;50;5;SF9BW125;2025-07-05 00:15:18;"{""RSSI"": -84, ""SNR"": 7, ""TC"": 22.27}";2025-07-05 00:15:18;9;125;9_BW125_50B;MEAN-SF9;335.6333333333333;16.0;16.0;22.27
24;0000B827EB24A52C;20;8;-81;50;5;SF9BW125;2025-07-05 00:15:34;"{""RSSI"": -81, ""SNR"": 8, ""TC"": 22.51}";2025-07-05 00:15:34;9;125;9_BW125_50B;MEAN-SF9;335.9;16.0;16.0;22.51
24;0000B827EB24A52C;20;8;-82;50;5;SF9BW125;2025-07-05 00:15:50;"{""RSSI"": -82, ""SNR"": 8, ""TC"": 21.47}";2025-07-05 00:15:50;9;125;9_BW125_50B;MEAN-SF9;336.1666666666667;16.0;16.0;21.47
24;0000B827EB24A52C;20;6;-80;50;5;SF9BW125;2025-07-05 00:16:06;"{""RSSI"": -80, ""SNR"": 6, ""TC"": 26.26}";2025-07-05 00:16:06;9;125;9_BW125_50B;MEAN-SF9;336.43333333333334;16.0;16.0;26.26
24;0000B827EB24A52C;20;6;-81;50;5;SF9BW125;2025-07-05 00:16:39;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 28.72}";2025-07-05 00:16:39;9;125;9_BW125_50B;MEAN-SF9;336.98333333333335;33.0;33.0;28.72
24;0000B827EB24A52C;20;7;-83;50;5;SF9BW125;2025-07-05 00:16:55;"{""RSSI"": -83, ""SNR"": 7, ""TC"": 23.14}";2025-07-05 00:16:55;9;125;9_BW125_50B;MEAN-SF9;337.25;16.0;16.0;23.14
24;0000B827EB24A52C;20;6;-81;50;5;SF9BW125;2025-07-05 00:17:11;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 24.21}";2025-07-05 00:17:11;9;125;9_BW125_50B;MEAN-SF9;337.51666666666665;16.0;16.0;24.21
24;0000B827EB24A52C;20;8;-82;50;5;SF9BW125;2025-07-05 00:17:27;"{""RSSI"": -82, ""SNR"": 8, ""TC"": 21.18}";2025-07-05 00:17:27;9;125;9_BW125_50B;MEAN-SF9;337.78333333333336;16.0;16.0;21.18
24;0000B827EB24A52C;20;7;-84;50;5;SF9BW125;2025-07-05 00:17:43;"{""RSSI"": -84, ""SNR"": 7, ""TC"": 20.5}";2025-07-05 00:17:43;9;125;9_BW125_50B;MEAN-SF9;338.05;16.0;16.0;20.5
24;0000B827EB24A52C;20;6;-86;50;5;SF9BW125;2025-07-05 00:17:59;"{""RSSI"": -86, ""SNR"": 6, ""TC"": 25.69}";2025-07-05 00:17:59;9;125;9_BW125_50B;MEAN-SF9;338.31666666666666;16.0;16.0;25.69
24;0000B827EB24A52C;20;7;-83;50;5;SF9BW125;2025-07-05 00:18:15;"{""RSSI"": -83, ""SNR"": 7, ""TC"": 20.96}";2025-07-05 00:18:15;9;125;9_BW125_50B;MEAN-SF9;338.5833333333333;16.0;16.0;20.96
24;0000B827EB24A52C;20;8;-81;50;5;SF9BW125;2025-07-05 00:18:31;"{""RSSI"": -81, ""SNR"": 8, ""TC"": 20.53}";2025-07-05 00:18:31;9;125;9_BW125_50B;MEAN-SF9;338.85;16.0;16.0;20.53
24;0000B827EB24A52C;20;7;-83;50;5;SF9BW125;2025-07-05 00:18:47;"{""RSSI"": -83, ""SNR"": 7, ""TC"": 28.42}";2025-07-05 00:18:47;9;125;9_BW125_50B;MEAN-SF9;339.1166666666667;16.0;16.0;28.42
24;0000B827EB24A52C;20;7;-80;50;5;SF9BW125;2025-07-05 00:19:03;"{""RSSI"": -80, ""SNR"": 7, ""TC"": 21.55}";2025-07-05 00:19:03;9;125;9_BW125_50B;MEAN-SF9;339.3833333333333;16.0;16.0;21.55
24;0000B827EB24A52C;20;8;-82;50;5;SF9BW125;2025-07-05 00:19:19;"{""RSSI"": -82, ""SNR"": 8, ""TC"": 26.36}";2025-07-05 00:19:19;9;125;9_BW125_50B;MEAN-SF9;339.65;16.0;16.0;26.36
24;0000B827EB24A52C;20;7;-81;50;5;SF9BW125;2025-07-05 00:19:35;"{""RSSI"": -81, ""SNR"": 7, ""TC"": 23.26}";2025-07-05 00:19:35;9;125;9_BW125_50B;MEAN-SF9;339.9166666666667;16.0;16.0;23.26
24;0000B827EB24A52C;20;7;-81;50;5;SF9BW125;2025-07-05 00:19:51;"{""RSSI"": -81, ""SNR"": 7, ""TC"": 26.56}";2025-07-05 00:19:51;9;125;9_BW125_50B;MEAN-SF9;340.18333333333334;16.0;16.0;26.56
24;0000B827EB24A52C;20;7;-83;50;5;SF9BW125;2025-07-05 00:20:07;"{""RSSI"": -83, ""SNR"": 7, ""TC"": 21.39}";2025-07-05 00:20:07;9;125;9_BW125_50B;MEAN-SF9;340.45;16.0;16.0;21.39
24;0000B827EB24A52C;20;7;-82;50;5;SF9BW125;2025-07-05 00:20:22;"{""RSSI"": -82, ""SNR"": 7, ""TC"": 20.67}";2025-07-05 00:20:22;9;125;9_BW125_50B;MEAN-SF9;340.7;15.0;15.0;20.67
24;0000B827EB24A52C;20;7;-83;50;5;SF9BW125;2025-07-05 00:20:38;"{""RSSI"": -83, ""SNR"": 7, ""TC"": 20.12}";2025-07-05 00:20:38;9;125;9_BW125_50B;MEAN-SF9;340.96666666666664;16.0;16.0;20.12
24;0000B827EB24A52C;20;7;-84;50;5;SF9BW125;2025-07-05 00:20:54;"{""RSSI"": -84, ""SNR"": 7, ""TC"": 20.31}";2025-07-05 00:20:54;9;125;9_BW125_50B;MEAN-SF9;341.23333333333335;16.0;16.0;20.31
24;0000B827EB24A52C;20;8;-82;50;5;SF9BW125;2025-07-05 00:21:10;"{""RSSI"": -82, ""SNR"": 8, ""TC"": 26.36}";2025-07-05 00:21:10;9;125;9_BW125_50B;MEAN-SF9;341.5;16.0;16.0;26.36
24;0000B827EB24A52C;20;7;-83;50;5;SF9BW125;2025-07-05 00:21:26;"{""RSSI"": -83, ""SNR"": 7, ""TC"": 25.96}";2025-07-05 00:21:26;9;125;9_BW125_50B;MEAN-SF9;341.76666666666665;16.0;16.0;25.96
24;0000B827EB24A52C;20;8;-81;50;5;SF9BW125;2025-07-05 00:21:42;"{""RSSI"": -81, ""SNR"": 8, ""TC"": 20.4}";2025-07-05 00:21:42;9;125;9_BW125_50B;MEAN-SF9;342.03333333333336;16.0;16.0;20.4
24;0000B827EB24A52C;20;8;-82;50;5;SF9BW125;2025-07-05 00:21:58;"{""RSSI"": -82, ""SNR"": 8, ""TC"": 24.37}";2025-07-05 00:21:58;9;125;9_BW125_50B;MEAN-SF9;342.3;16.0;16.0;24.37
24;0000B827EB24A52C;20;8;-82;50;5;SF9BW125;2025-07-05 00:22:14;"{""RSSI"": -82, ""SNR"": 8, ""TC"": 21.8}";2025-07-05 00:22:14;9;125;9_BW125_50B;MEAN-SF9;342.56666666666666;16.0;16.0;21.8
24;0000B827EB24A52C;20;7;-82;50;5;SF9BW125;2025-07-05 00:22:30;"{""RSSI"": -82, ""SNR"": 7, ""TC"": 21.36}";2025-07-05 00:22:30;9;125;9_BW125_50B;MEAN-SF9;342.8333333333333;16.0;16.0;21.36
24;0000B827EB24A52C;20;8;-82;50;5;SF9BW125;2025-07-05 00:22:46;"{""RSSI"": -82, ""SNR"": 8, ""TC"": 25.45}";2025-07-05 00:22:46;9;125;9_BW125_50B;MEAN-SF9;343.1;16.0;16.0;25.45
24;0000B827EB24A52C;20;7;-83;50;5;SF9BW125;2025-07-05 00:23:02;"{""RSSI"": -83, ""SNR"": 7, ""TC"": 22.23}";2025-07-05 00:23:02;9;125;9_BW125_50B;MEAN-SF9;343.3666666666667;16.0;16.0;22.23
24;0000B827EB24A52C;20;8;-83;50;5;SF9BW125;2025-07-05 00:23:18;"{""RSSI"": -83, ""SNR"": 8, ""TC"": 21.4}";2025-07-05 00:23:18;9;125;9_BW125_50B;MEAN-SF9;343.6333333333333;16.0;16.0;21.4
24;0000B827EB24A52C;20;8;-83;50;5;SF9BW125;2025-07-05 00:23:34;"{""RSSI"": -83, ""SNR"": 8, ""TC"": 27.18}";2025-07-05 00:23:34;9;125;9_BW125_50B;MEAN-SF9;343.9;16.0;16.0;27.18
24;0000B827EB24A52C;20;7;-82;50;5;SF9BW125;2025-07-05 00:23:50;"{""RSSI"": -82, ""SNR"": 7, ""TC"": 20.77}";2025-07-05 00:23:50;9;125;9_BW125_50B;MEAN-SF9;344.1666666666667;16.0;16.0;20.77
24;0000B827EB24A52C;20;8;-81;50;5;SF9BW125;2025-07-05 00:24:06;"{""RSSI"": -81, ""SNR"": 8, ""TC"": 23.68}";2025-07-05 00:24:06;9;125;9_BW125_50B;MEAN-SF9;344.43333333333334;16.0;16.0;23.68
