type;gateway_eui;node_eui;snr;rssi;len;cr;datarate;time;data;timestamp;sf;bw;config;sf_category;time_minutes;time_diff_seconds;time_diff_seconds_within_config;temperature
24;0000B827EB24A52C;20;5;-89;50;5;SF7BW125;2025-07-04 20:46:40;"{""RSSI"": -89, ""SNR"": 5, ""TC"": 23.94}";2025-07-04 20:46:40;7;125;7_BW125_50B;MIN-SF7;127.0;15.0;15.0;23.94
24;0000B827EB24A52C;20;5;-85;50;5;SF7BW125;2025-07-04 20:46:55;"{""RSSI"": -85, ""SNR"": 5, ""TC"": 26.5}";2025-07-04 20:46:55;7;125;7_BW125_50B;MIN-SF7;127.25;15.0;15.0;26.5
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 20:47:11;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 24.14}";2025-07-04 20:47:11;7;125;7_BW125_50B;MIN-SF7;127.51666666666667;16.0;16.0;24.14
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 20:47:26;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 24.9}";2025-07-04 20:47:26;7;125;7_BW125_50B;MIN-SF7;127.76666666666667;15.0;15.0;24.9
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 20:47:42;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 25.7}";2025-07-04 20:47:42;7;125;7_BW125_50B;MIN-SF7;128.03333333333333;16.0;16.0;25.7
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 20:47:57;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 25.01}";2025-07-04 20:47:57;7;125;7_BW125_50B;MIN-SF7;128.28333333333333;15.0;15.0;25.01
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 20:48:13;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 20.1}";2025-07-04 20:48:13;7;125;7_BW125_50B;MIN-SF7;128.55;16.0;16.0;20.1
24;0000B827EB24A52C;20;6;-83;50;5;SF7BW125;2025-07-04 20:48:28;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 27.92}";2025-07-04 20:48:28;7;125;7_BW125_50B;MIN-SF7;128.8;15.0;15.0;27.92
24;0000B827EB24A52C;20;5;-83;50;5;SF7BW125;2025-07-04 20:48:43;"{""RSSI"": -83, ""SNR"": 5, ""TC"": 25.28}";2025-07-04 20:48:43;7;125;7_BW125_50B;MIN-SF7;129.05;15.0;15.0;25.28
24;0000B827EB24A52C;20;6;-83;50;5;SF7BW125;2025-07-04 20:48:59;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 20.12}";2025-07-04 20:48:59;7;125;7_BW125_50B;MIN-SF7;129.31666666666666;16.0;16.0;20.12
24;0000B827EB24A52C;20;5;-87;50;5;SF7BW125;2025-07-04 20:49:14;"{""RSSI"": -87, ""SNR"": 5, ""TC"": 21.38}";2025-07-04 20:49:14;7;125;7_BW125_50B;MIN-SF7;129.56666666666666;15.0;15.0;21.38
24;0000B827EB24A52C;20;6;-84;50;5;SF7BW125;2025-07-04 20:49:30;"{""RSSI"": -84, ""SNR"": 6, ""TC"": 25.51}";2025-07-04 20:49:30;7;125;7_BW125_50B;MIN-SF7;129.83333333333334;16.0;16.0;25.51
24;0000B827EB24A52C;20;6;-83;50;5;SF7BW125;2025-07-04 20:49:45;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 21.63}";2025-07-04 20:49:45;7;125;7_BW125_50B;MIN-SF7;130.08333333333334;15.0;15.0;21.63
24;0000B827EB24A52C;20;5;-88;50;5;SF7BW125;2025-07-04 20:50:00;"{""RSSI"": -88, ""SNR"": 5, ""TC"": 24.11}";2025-07-04 20:50:00;7;125;7_BW125_50B;MIN-SF7;130.33333333333334;15.0;15.0;24.11
24;0000B827EB24A52C;20;5;-87;50;5;SF7BW125;2025-07-04 20:50:16;"{""RSSI"": -87, ""SNR"": 5, ""TC"": 22.9}";2025-07-04 20:50:16;7;125;7_BW125_50B;MIN-SF7;130.6;16.0;16.0;22.9
24;0000B827EB24A52C;20;5;-88;50;5;SF7BW125;2025-07-04 20:50:31;"{""RSSI"": -88, ""SNR"": 5, ""TC"": 27.4}";2025-07-04 20:50:31;7;125;7_BW125_50B;MIN-SF7;130.85;15.0;15.0;27.4
24;0000B827EB24A52C;20;5;-86;50;5;SF7BW125;2025-07-04 20:50:47;"{""RSSI"": -86, ""SNR"": 5, ""TC"": 20.96}";2025-07-04 20:50:47;7;125;7_BW125_50B;MIN-SF7;131.11666666666667;16.0;16.0;20.96
24;0000B827EB24A52C;20;6;-86;50;5;SF7BW125;2025-07-04 20:51:02;"{""RSSI"": -86, ""SNR"": 6, ""TC"": 25.05}";2025-07-04 20:51:02;7;125;7_BW125_50B;MIN-SF7;131.36666666666667;15.0;15.0;25.05
24;0000B827EB24A52C;20;5;-89;50;5;SF7BW125;2025-07-04 20:51:17;"{""RSSI"": -89, ""SNR"": 5, ""TC"": 28.11}";2025-07-04 20:51:17;7;125;7_BW125_50B;MIN-SF7;131.61666666666667;15.0;15.0;28.11
24;0000B827EB24A52C;20;6;-84;50;5;SF7BW125;2025-07-04 20:51:33;"{""RSSI"": -84, ""SNR"": 6, ""TC"": 26.81}";2025-07-04 20:51:33;7;125;7_BW125_50B;MIN-SF7;131.88333333333333;16.0;16.0;26.81
24;0000B827EB24A52C;20;6;-84;50;5;SF7BW125;2025-07-04 20:51:48;"{""RSSI"": -84, ""SNR"": 6, ""TC"": 28.18}";2025-07-04 20:51:48;7;125;7_BW125_50B;MIN-SF7;132.13333333333333;15.0;15.0;28.18
24;0000B827EB24A52C;20;5;-89;50;5;SF7BW125;2025-07-04 20:52:04;"{""RSSI"": -89, ""SNR"": 5, ""TC"": 21.03}";2025-07-04 20:52:04;7;125;7_BW125_50B;MIN-SF7;132.4;16.0;16.0;21.03
24;0000B827EB24A52C;20;6;-84;50;5;SF7BW125;2025-07-04 20:52:19;"{""RSSI"": -84, ""SNR"": 6, ""TC"": 26.07}";2025-07-04 20:52:19;7;125;7_BW125_50B;MIN-SF7;132.65;15.0;15.0;26.07
24;0000B827EB24A52C;20;5;-84;50;5;SF7BW125;2025-07-04 20:52:34;"{""RSSI"": -84, ""SNR"": 5, ""TC"": 26.37}";2025-07-04 20:52:34;7;125;7_BW125_50B;MIN-SF7;132.9;15.0;15.0;26.37
24;0000B827EB24A52C;20;6;-84;50;5;SF7BW125;2025-07-04 20:52:50;"{""RSSI"": -84, ""SNR"": 6, ""TC"": 21.98}";2025-07-04 20:52:50;7;125;7_BW125_50B;MIN-SF7;133.16666666666666;16.0;16.0;21.98
24;0000B827EB24A52C;20;6;-85;50;5;SF7BW125;2025-07-04 20:53:05;"{""RSSI"": -85, ""SNR"": 6, ""TC"": 28.48}";2025-07-04 20:53:05;7;125;7_BW125_50B;MIN-SF7;133.41666666666666;15.0;15.0;28.48
24;0000B827EB24A52C;20;5;-85;50;5;SF7BW125;2025-07-04 20:53:21;"{""RSSI"": -85, ""SNR"": 5, ""TC"": 24.18}";2025-07-04 20:53:21;7;125;7_BW125_50B;MIN-SF7;133.68333333333334;16.0;16.0;24.18
24;0000B827EB24A52C;20;5;-84;50;5;SF7BW125;2025-07-04 20:53:36;"{""RSSI"": -84, ""SNR"": 5, ""TC"": 21.75}";2025-07-04 20:53:36;7;125;7_BW125_50B;MIN-SF7;133.93333333333334;15.0;15.0;21.75
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 20:53:51;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 25.8}";2025-07-04 20:53:51;7;125;7_BW125_50B;MIN-SF7;134.18333333333334;15.0;15.0;25.8
24;0000B827EB24A52C;20;6;-83;50;5;SF7BW125;2025-07-04 20:54:07;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 26.29}";2025-07-04 20:54:07;7;125;7_BW125_50B;MIN-SF7;134.45;16.0;16.0;26.29
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 20:54:22;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 27.28}";2025-07-04 20:54:22;7;125;7_BW125_50B;MIN-SF7;134.7;15.0;15.0;27.28
24;0000B827EB24A52C;20;6;-83;50;5;SF7BW125;2025-07-04 20:54:38;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 27.96}";2025-07-04 20:54:38;7;125;7_BW125_50B;MIN-SF7;134.96666666666667;16.0;16.0;27.96
24;0000B827EB24A52C;20;5;-85;50;5;SF7BW125;2025-07-04 20:54:53;"{""RSSI"": -85, ""SNR"": 5, ""TC"": 25.61}";2025-07-04 20:54:53;7;125;7_BW125_50B;MIN-SF7;135.21666666666667;15.0;15.0;25.61
24;0000B827EB24A52C;20;5;-83;50;5;SF7BW125;2025-07-04 20:55:09;"{""RSSI"": -83, ""SNR"": 5, ""TC"": 21.37}";2025-07-04 20:55:09;7;125;7_BW125_50B;MIN-SF7;135.48333333333332;16.0;16.0;21.37
24;0000B827EB24A52C;20;5;-83;50;5;SF7BW125;2025-07-04 20:55:24;"{""RSSI"": -83, ""SNR"": 5, ""TC"": 27.95}";2025-07-04 20:55:24;7;125;7_BW125_50B;MIN-SF7;135.73333333333332;15.0;15.0;27.95
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 20:55:39;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 23.06}";2025-07-04 20:55:39;7;125;7_BW125_50B;MIN-SF7;135.98333333333332;15.0;15.0;23.06
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 20:55:55;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 21.25}";2025-07-04 20:55:55;7;125;7_BW125_50B;MIN-SF7;136.25;16.0;16.0;21.25
24;0000B827EB24A52C;20;6;-83;50;5;SF7BW125;2025-07-04 20:56:10;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 20.65}";2025-07-04 20:56:10;7;125;7_BW125_50B;MIN-SF7;136.5;15.0;15.0;20.65
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 20:56:26;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 28.5}";2025-07-04 20:56:26;7;125;7_BW125_50B;MIN-SF7;136.76666666666668;16.0;16.0;28.5
24;0000B827EB24A52C;20;6;-83;50;5;SF7BW125;2025-07-04 20:56:41;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 21.75}";2025-07-04 20:56:41;7;125;7_BW125_50B;MIN-SF7;137.01666666666668;15.0;15.0;21.75
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 20:56:56;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 26.64}";2025-07-04 20:56:56;7;125;7_BW125_50B;MIN-SF7;137.26666666666668;15.0;15.0;26.64
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 20:57:12;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 28.29}";2025-07-04 20:57:12;7;125;7_BW125_50B;MIN-SF7;137.53333333333333;16.0;16.0;28.29
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 20:57:27;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 26.72}";2025-07-04 20:57:27;7;125;7_BW125_50B;MIN-SF7;137.78333333333333;15.0;15.0;26.72
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 20:57:44;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 26.55}";2025-07-04 20:57:44;7;125;7_BW125_50B;MIN-SF7;138.06666666666666;17.0;17.0;26.55
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 20:58:00;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 22.53}";2025-07-04 20:58:00;7;125;7_BW125_50B;MIN-SF7;138.33333333333334;16.0;16.0;22.53
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 20:58:15;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 21.52}";2025-07-04 20:58:15;7;125;7_BW125_50B;MIN-SF7;138.58333333333334;15.0;15.0;21.52
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 20:58:31;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 21.62}";2025-07-04 20:58:31;7;125;7_BW125_50B;MIN-SF7;138.85;16.0;16.0;21.62
24;0000B827EB24A52C;20;6;-80;50;5;SF7BW125;2025-07-04 20:58:46;"{""RSSI"": -80, ""SNR"": 6, ""TC"": 23.11}";2025-07-04 20:58:46;7;125;7_BW125_50B;MIN-SF7;139.1;15.0;15.0;23.11
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 20:59:02;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 25.94}";2025-07-04 20:59:02;7;125;7_BW125_50B;MIN-SF7;139.36666666666667;16.0;16.0;25.94
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 20:59:17;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 22.81}";2025-07-04 20:59:17;7;125;7_BW125_50B;MIN-SF7;139.61666666666667;15.0;15.0;22.81
24;0000B827EB24A52C;20;7;-81;50;5;SF7BW125;2025-07-04 20:59:32;"{""RSSI"": -81, ""SNR"": 7, ""TC"": 25.09}";2025-07-04 20:59:32;7;125;7_BW125_50B;MIN-SF7;139.86666666666667;15.0;15.0;25.09
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 20:59:48;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 21.44}";2025-07-04 20:59:48;7;125;7_BW125_50B;MIN-SF7;140.13333333333333;16.0;16.0;21.44
24;0000B827EB24A52C;20;6;-80;50;5;SF7BW125;2025-07-04 21:00:03;"{""RSSI"": -80, ""SNR"": 6, ""TC"": 22.64}";2025-07-04 21:00:03;7;125;7_BW125_50B;MIN-SF7;140.38333333333333;15.0;15.0;22.64
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 21:00:19;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 21.03}";2025-07-04 21:00:19;7;125;7_BW125_50B;MIN-SF7;140.65;16.0;16.0;21.03
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 21:00:34;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 22.04}";2025-07-04 21:00:34;7;125;7_BW125_50B;MIN-SF7;140.9;15.0;15.0;22.04
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:00:49;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 22.54}";2025-07-04 21:00:49;7;125;7_BW125_50B;MIN-SF7;141.15;15.0;15.0;22.54
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 21:01:05;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 28.75}";2025-07-04 21:01:05;7;125;7_BW125_50B;MIN-SF7;141.41666666666666;16.0;16.0;28.75
24;0000B827EB24A52C;20;6;-83;50;5;SF7BW125;2025-07-04 21:01:20;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 23.62}";2025-07-04 21:01:20;7;125;7_BW125_50B;MIN-SF7;141.66666666666666;15.0;15.0;23.62
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:01:36;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 28.11}";2025-07-04 21:01:36;7;125;7_BW125_50B;MIN-SF7;141.93333333333334;16.0;16.0;28.11
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:01:51;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 27.87}";2025-07-04 21:01:51;7;125;7_BW125_50B;MIN-SF7;142.18333333333334;15.0;15.0;27.87
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:02:06;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 20.77}";2025-07-04 21:02:06;7;125;7_BW125_50B;MIN-SF7;142.43333333333334;15.0;15.0;20.77
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:02:22;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 25.89}";2025-07-04 21:02:22;7;125;7_BW125_50B;MIN-SF7;142.7;16.0;16.0;25.89
24;0000B827EB24A52C;20;5;-83;50;5;SF7BW125;2025-07-04 21:02:37;"{""RSSI"": -83, ""SNR"": 5, ""TC"": 23.2}";2025-07-04 21:02:37;7;125;7_BW125_50B;MIN-SF7;142.95;15.0;15.0;23.2
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:02:53;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 22.89}";2025-07-04 21:02:53;7;125;7_BW125_50B;MIN-SF7;143.21666666666667;16.0;16.0;22.89
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:03:08;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 27.11}";2025-07-04 21:03:08;7;125;7_BW125_50B;MIN-SF7;143.46666666666667;15.0;15.0;27.11
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:03:23;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 26.62}";2025-07-04 21:03:23;7;125;7_BW125_50B;MIN-SF7;143.71666666666667;15.0;15.0;26.62
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 21:03:39;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 24.69}";2025-07-04 21:03:39;7;125;7_BW125_50B;MIN-SF7;143.98333333333332;16.0;16.0;24.69
24;0000B827EB24A52C;20;6;-83;50;5;SF7BW125;2025-07-04 21:03:54;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 20.78}";2025-07-04 21:03:54;7;125;7_BW125_50B;MIN-SF7;144.23333333333332;15.0;15.0;20.78
24;0000B827EB24A52C;20;5;-82;50;5;SF7BW125;2025-07-04 21:04:10;"{""RSSI"": -82, ""SNR"": 5, ""TC"": 22.56}";2025-07-04 21:04:10;7;125;7_BW125_50B;MIN-SF7;144.5;16.0;16.0;22.56
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:04:25;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 25.5}";2025-07-04 21:04:25;7;125;7_BW125_50B;MIN-SF7;144.75;15.0;15.0;25.5
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:04:41;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 25.97}";2025-07-04 21:04:41;7;125;7_BW125_50B;MIN-SF7;145.01666666666668;16.0;16.0;25.97
24;0000B827EB24A52C;20;5;-83;50;5;SF7BW125;2025-07-04 21:04:56;"{""RSSI"": -83, ""SNR"": 5, ""TC"": 26.68}";2025-07-04 21:04:56;7;125;7_BW125_50B;MIN-SF7;145.26666666666668;15.0;15.0;26.68
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 21:05:11;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 24.01}";2025-07-04 21:05:11;7;125;7_BW125_50B;MIN-SF7;145.51666666666668;15.0;15.0;24.01
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 21:05:27;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 20.87}";2025-07-04 21:05:27;7;125;7_BW125_50B;MIN-SF7;145.78333333333333;16.0;16.0;20.87
24;0000B827EB24A52C;20;6;-86;50;5;SF7BW125;2025-07-04 21:05:42;"{""RSSI"": -86, ""SNR"": 6, ""TC"": 23.8}";2025-07-04 21:05:42;7;125;7_BW125_50B;MIN-SF7;146.03333333333333;15.0;15.0;23.8
24;0000B827EB24A52C;20;6;-83;50;5;SF7BW125;2025-07-04 21:05:58;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 27.11}";2025-07-04 21:05:58;7;125;7_BW125_50B;MIN-SF7;146.3;16.0;16.0;27.11
24;0000B827EB24A52C;20;6;-83;50;5;SF7BW125;2025-07-04 21:06:13;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 20.44}";2025-07-04 21:06:13;7;125;7_BW125_50B;MIN-SF7;146.55;15.0;15.0;20.44
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 21:06:28;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 25.95}";2025-07-04 21:06:28;7;125;7_BW125_50B;MIN-SF7;146.8;15.0;15.0;25.95
24;0000B827EB24A52C;20;6;-83;50;5;SF7BW125;2025-07-04 21:06:43;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 24.55}";2025-07-04 21:06:43;7;125;7_BW125_50B;MIN-SF7;147.05;15.0;15.0;24.55
24;0000B827EB24A52C;20;6;-80;50;5;SF7BW125;2025-07-04 21:06:59;"{""RSSI"": -80, ""SNR"": 6, ""TC"": 23.62}";2025-07-04 21:06:59;7;125;7_BW125_50B;MIN-SF7;147.31666666666666;16.0;16.0;23.62
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:07:14;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 28.38}";2025-07-04 21:07:14;7;125;7_BW125_50B;MIN-SF7;147.56666666666666;15.0;15.0;28.38
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:07:30;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 24.87}";2025-07-04 21:07:30;7;125;7_BW125_50B;MIN-SF7;147.83333333333334;16.0;16.0;24.87
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:07:45;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 24.0}";2025-07-04 21:07:45;7;125;7_BW125_50B;MIN-SF7;148.08333333333334;15.0;15.0;24.0
24;0000B827EB24A52C;20;5;-85;50;5;SF7BW125;2025-07-04 21:08:00;"{""RSSI"": -85, ""SNR"": 5, ""TC"": 25.9}";2025-07-04 21:08:00;7;125;7_BW125_50B;MIN-SF7;148.33333333333334;15.0;15.0;25.9
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 21:08:16;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 24.97}";2025-07-04 21:08:16;7;125;7_BW125_50B;MIN-SF7;148.6;16.0;16.0;24.97
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:08:31;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 24.7}";2025-07-04 21:08:31;7;125;7_BW125_50B;MIN-SF7;148.85;15.0;15.0;24.7
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 21:08:47;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 24.01}";2025-07-04 21:08:47;7;125;7_BW125_50B;MIN-SF7;149.11666666666667;16.0;16.0;24.01
24;0000B827EB24A52C;20;6;-85;50;5;SF7BW125;2025-07-04 21:09:02;"{""RSSI"": -85, ""SNR"": 6, ""TC"": 28.84}";2025-07-04 21:09:02;7;125;7_BW125_50B;MIN-SF7;149.36666666666667;15.0;15.0;28.84
24;0000B827EB24A52C;20;6;-86;50;5;SF7BW125;2025-07-04 21:09:17;"{""RSSI"": -86, ""SNR"": 6, ""TC"": 24.27}";2025-07-04 21:09:17;7;125;7_BW125_50B;MIN-SF7;149.61666666666667;15.0;15.0;24.27
24;0000B827EB24A52C;20;6;-84;50;5;SF7BW125;2025-07-04 21:09:33;"{""RSSI"": -84, ""SNR"": 6, ""TC"": 24.86}";2025-07-04 21:09:33;7;125;7_BW125_50B;MIN-SF7;149.88333333333333;16.0;16.0;24.86
24;0000B827EB24A52C;20;6;-85;50;5;SF7BW125;2025-07-04 21:09:48;"{""RSSI"": -85, ""SNR"": 6, ""TC"": 24.88}";2025-07-04 21:09:48;7;125;7_BW125_50B;MIN-SF7;150.13333333333333;15.0;15.0;24.88
24;0000B827EB24A52C;20;5;-84;50;5;SF7BW125;2025-07-04 21:10:04;"{""RSSI"": -84, ""SNR"": 5, ""TC"": 23.27}";2025-07-04 21:10:04;7;125;7_BW125_50B;MIN-SF7;150.4;16.0;16.0;23.27
24;0000B827EB24A52C;20;5;-84;50;5;SF7BW125;2025-07-04 21:10:19;"{""RSSI"": -84, ""SNR"": 5, ""TC"": 20.0}";2025-07-04 21:10:19;7;125;7_BW125_50B;MIN-SF7;150.65;15.0;15.0;20.0
24;0000B827EB24A52C;20;6;-83;50;5;SF7BW125;2025-07-04 21:10:34;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 20.39}";2025-07-04 21:10:34;7;125;7_BW125_50B;MIN-SF7;150.9;15.0;15.0;20.39
24;0000B827EB24A52C;20;5;-83;50;5;SF7BW125;2025-07-04 21:10:50;"{""RSSI"": -83, ""SNR"": 5, ""TC"": 21.1}";2025-07-04 21:10:50;7;125;7_BW125_50B;MIN-SF7;151.16666666666666;16.0;16.0;21.1
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:11:05;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 20.22}";2025-07-04 21:11:05;7;125;7_BW125_50B;MIN-SF7;151.41666666666666;15.0;15.0;20.22
24;0000B827EB24A52C;20;5;-83;50;5;SF7BW125;2025-07-04 21:11:21;"{""RSSI"": -83, ""SNR"": 5, ""TC"": 22.22}";2025-07-04 21:11:21;7;125;7_BW125_50B;MIN-SF7;151.68333333333334;16.0;16.0;22.22
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:11:36;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 22.13}";2025-07-04 21:11:36;7;125;7_BW125_50B;MIN-SF7;151.93333333333334;15.0;15.0;22.13
24;0000B827EB24A52C;20;5;-83;50;5;SF7BW125;2025-07-04 21:11:51;"{""RSSI"": -83, ""SNR"": 5, ""TC"": 21.69}";2025-07-04 21:11:51;7;125;7_BW125_50B;MIN-SF7;152.18333333333334;15.0;15.0;21.69
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:12:07;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 24.62}";2025-07-04 21:12:07;7;125;7_BW125_50B;MIN-SF7;152.45;16.0;16.0;24.62
24;0000B827EB24A52C;20;5;-82;50;5;SF7BW125;2025-07-04 21:12:22;"{""RSSI"": -82, ""SNR"": 5, ""TC"": 28.35}";2025-07-04 21:12:22;7;125;7_BW125_50B;MIN-SF7;152.7;15.0;15.0;28.35
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:12:38;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 25.7}";2025-07-04 21:12:38;7;125;7_BW125_50B;MIN-SF7;152.96666666666667;16.0;16.0;25.7
24;0000B827EB24A52C;20;6;-82;50;5;SF7BW125;2025-07-04 21:12:53;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 28.7}";2025-07-04 21:12:53;7;125;7_BW125_50B;MIN-SF7;153.21666666666667;15.0;15.0;28.7
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 21:13:09;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 21.93}";2025-07-04 21:13:09;7;125;7_BW125_50B;MIN-SF7;153.48333333333332;16.0;16.0;21.93
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 21:13:24;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 28.26}";2025-07-04 21:13:24;7;125;7_BW125_50B;MIN-SF7;153.73333333333332;15.0;15.0;28.26
24;0000B827EB24A52C;20;6;-81;50;5;SF7BW125;2025-07-04 21:13:39;"{""RSSI"": -81, ""SNR"": 6, ""TC"": 20.98}";2025-07-04 21:13:39;7;125;7_BW125_50B;MIN-SF7;153.98333333333332;15.0;15.0;20.98
